Site,DEL,Gov,nb cell 2G,nb cell 3G,nb cell 4G,nb cell FWBA
SOS1502,SOUSSE VILLE,SOUSSE,4,12,12,0
MED1179,ZARZIS,MEDENINE,3,9,9,0
JEN2001,TABARKA,Jendouba,1,2,0,0
JEN1077,AIN DRAHAM,Jendouba,3,12,9,0
SOS2038,SOUSSE SIDI ABDELHAMID,Sousse,1,1,0,0
SFX1222,SFAX SUD,SFAX,6,9,9,0
TUN1821,OUED ELLIL,MANOUBA,3,12,9,0
BEJ1083,TEBOURSOUK,BEJA,4,16,12,0
TUN1645,BAB SOUIKA,TUNIS,3,9,9,0
TAT1077,TATOUINE NORD,TATAOUINE,4,12,12,0
TUN1666,EL HRAIRIA,MANOUBA,3,9,9,0
BIZ1134,RAS EL DJEBEL,BIZERTE,3,12,9,0
TUN1416,RAOUED,Ariana,3,9,9,0
TUN1812,EL HRAIRIA,Manouba,4,12,12,0
TUN1620,SOUKRA,Ariana,3,9,9,0
TAT1081,TATOUINE NORD,TATAOUINE,4,12,12,0
JEN1063,BOUSALEM,Jendouba,3,12,9,0
BAR1212,MOUROUJ,BEN AROUS,3,9,9,0
SFX1291,,SFAX,N/A,9,N/A,0
SFX1275,SAKIET EDDAIR,SFAX,4,9,9,0
SFX1309,SFAX MEDINA,SFAX,3,9,9,0
TUN1700,RAOUED,ARIANA,3,9,9,9
ZGT1078,ZAGHOUAN,ZAGHOUAN,3,9,N/A,N/A
ZGT1079,ZAGHOUAN,ZAGHOUAN,3,9,N/A,N/A
MON1090,JAMMEL,MONASTIR,3,12,9,9
TUN1696,LA MARSA,TUNIS,4,12,12,12
TUN1842,EL MEDINA,TUNIS,3,9,9,9
TUN1819,SIDI HASSINE,TUNIS,3,9,9,9
TUN1662,EL MNIHLA,ARIANA,3,9,9,9
TUN1465,LA MARSA,TUNIS,3,12,9,9
TUN1629,RAOUED,ARIANA,3,9,9,9
MON1143,MOKNINE,MONASTIR,3,9,9,9
SLO1033,SILIANA NORD,SILIANA,3,9,9,9
TUN1498,RAOUED,ARIANA,3,9,9,9
TUN1750,RAOUED,ARIANA,3,9,9,9
BAR1218,BOU MHEL EL BASSATINE,BEN AROUS,3,12,9,9
