Incident ID,Status,Affected CI,Primary Affected Service,Title,Assignment Group,Open Time,Area,Outage Start,Outage End,Assignee,Closure Code,Solution,Description,Department
IM1510706,Closed,CPE_MON8331_FO_Lavagua-Bleu,CPE Service - MON,cpe_mon8331_fo_lavagua-bleu Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_mon8331_fo_lavagua-bleu  Sévérité: major  Temps de création: 11/02/22 11:29:48  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_MON8331_FO_Lavagua-Bleu DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338585,Département Maintenance
IM1510707,Closed,CPE_TUNB958_MW_UC_SITE7,CPE Service - TUNB,cpe_tunb958_mw_uc_site7 Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_tunb958_mw_uc_site7  Sévérité: major  Temps de création: 11/02/22 11:29:45  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB958_MW_UC_SITE7 DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338583,Département Maintenance
IM1510708,Closed,CPE_ZAG8556_MW_Poulina_Norpack_jbel_elouset,CPE Service - ZAG,cpe_zag8556_mw_poulina_norpack_jbel_elouset Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_zag8556_mw_poulina_norpack_jbel_elouset  Sévérité: major  Temps de création: 11/02/22 11:29:50  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_ZAG8556_MW_Poulina_Norpack_jbel_elouset DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338589,Département Maintenance
IM1510709,Closed,CPE_TUNB212_MW_BNA_BAB_SOUIKA,CPE Service - TUN,cpe_tunb212_mw_bna_bab_souika Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_tunb212_mw_bna_bab_souika  Sévérité: major  Temps de création: 11/02/22 11:29:47  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB212_MW_BNA_BAB_SOUIKA DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338584,Département Maintenance
IM1510710,Closed,CPE_SFX8440_MW_Chaabene,CPE Service - SFX8,cpe_sfx8440_mw_chaabene Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_sfx8440_mw_chaabene  Sévérité: major  Temps de création: 11/02/22 11:29:49  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_SFX8440_MW_Chaabene.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338586,Département Maintenance
IM1510711,Closed,CPE_SOS8512_MW_QNB_Sousse1,CPE Service - SOS8,cpe_sos8512_mw_qnb_sousse1 Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 14:45,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_sos8512_mw_qnb_sousse1  Sévérité: major  Temps de création: 11/02/22 11:29:56  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_SOS8512_MW_QNB_Sousse1 DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338598,Département Maintenance
IM1510712,Closed,CPE_BAR8695_FTTH_TEXNOR-AzureCity,CPE Service - BAR,cpe_bar8695_ftth_texnor-azurecity Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:30,2/11/2022 12:47,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_bar8695_ftth_texnor-azurecity  Sévérité: major  Temps de création: 11/02/22 11:30:03  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_BAR8695_FTTH_TEXNOR-AzureCity DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338601,Département Maintenance
IM1510713,Closed,CPE_BAR8859_MW_SIFCOL-DISTRIBUTION,CPE Service - BAR,cpe_bar8859_mw_sifcol-distribution Down,Support Technique Fixe et B2B,2/11/2022 13:11,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_bar8859_mw_sifcol-distribution  Sévérité: major  Temps de création: 11/02/22 11:29:57  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_BAR8859_MW_SIFCOL-DISTRIBUTION DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338599,Département Maintenance
IM1510714,Closed,RNIA_MED8322_MW_118007_Institut_sup_Etud_Techn_Medenine,RNIA Service - MED, RNIA_MED8322_MW_118007_Institut_sup_Etud_Techn_Medenine.ooredoo.tn DOWN,Support Technique Fixe et B2B,2/11/2022 13:11,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: opscxprod  Sévérité: major  Temps de création: 11/02/22 11:30:00  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node RNIA_MED8322_MW_118007_Institut_sup_Etud_Techn_Medenine.ooredoo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338600,Département Maintenance
IM1510715,Closed,CPE_SOS8962_MW_SteSTTAT_DIRSOSBABBHAR,CPE Service - SOS8,cpe_sos8962_mw_stesttat_dirsosbabbhar Down,Support Technique Fixe et B2B,2/11/2022 13:11,Network,2/11/2022 11:30,2/11/2022 12:47,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_sos8962_mw_stesttat_dirsosbabbhar  Sévérité: major  Temps de création: 11/02/22 11:30:04  Temps de réception: 11/02/22 12:10:35  Application: null  Objet: null  Texte message: Node CPE_SOS8962_MW_SteSTTAT_DIRSOSBABBHAR DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338602,Département Maintenance
IM1510716,Closed,CPE_GAB8332_MW_Attijari_Gabes_Elmanzel,CPE Service - GAB,cpe_gab8332_mw_attijari_gabes_elmanzel Down,Support Technique Fixe et B2B,2/11/2022 13:11,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_gab8332_mw_attijari_gabes_elmanzel  Sévérité: major  Temps de création: 11/02/22 11:30:08  Temps de réception: 11/02/22 12:10:35  Application: null  Objet: null  Texte message: Node CPE_GAB8332_MW_Attijari_Gabes_Elmanzel.ooreddo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338606,Département Maintenance
IM1510717,Closed,CPE_TUNB319_FO_Attijari_AGENCE_SHERATON,CPE Service - TUNB,CPE_TUNB319_FO_Attijari_AGENCE_SHERATON.tunisiana.com DOWN,Support Technique Fixe et B2B,2/11/2022 13:11,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: opscxprod  Sévérité: major  Temps de création: 11/02/22 11:30:05  Temps de réception: 11/02/22 12:10:35  Application: null  Objet: null  Texte message: Node CPE_TUNB319_FO_Attijari_AGENCE_SHERATON.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338603,Département Maintenance
IM1510718,Closed,CPE_TUNB923_FTTH_PROCYON_TRADE,CPE Service - TUNB,cpe_tunb923_ftth_procyon_trade Down,Support Technique Fixe et B2B,2/11/2022 13:11,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_tunb923_ftth_procyon_trade  Sévérité: major  Temps de création: 11/02/22 11:30:05  Temps de réception: 11/02/22 12:10:35  Application: null  Objet: null  Texte message: Node CPE_TUNB923_FTTH_PROCYON_TRADE.ooredoo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338604,Département Maintenance
IM1510719,Closed,CPE_SOS8440_FO-OLT_ROSACE_Site_Sousse,CPE Service - SOS8,CPE_SOS8440_FO-OLT_ROSACE_Site_Sousse.tunisiana.com DOWN,Support Technique Fixe et B2B,2/11/2022 13:11,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: null  Sévérité: major  Temps de création: 11/02/22 11:30:07  Temps de réception: 11/02/22 12:10:35  Application: null  Objet: null  Texte message: Node CPE_SOS8440_FO-OLT_ROSACE_Site_Sousse.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338605,Département Maintenance
IM1510720,Closed,RNIA_SFX8412_FO_118046_ISECSfax,RNIA Service - SFX,rnia_sfx8412_fo_118046_isecsfax Down,Support Technique Fixe et B2B,2/11/2022 13:11,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: rnia_sfx8412_fo_118046_isecsfax  Sévérité: major  Temps de création: 11/02/22 11:30:09  Temps de réception: 11/02/22 12:10:36  Application: null  Objet: null  Texte message: Node RNIA_SFX8412_FO_118046_ISECSfax.ooreddo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338607,Département Maintenance
IM1510721,Closed,CPE_SFX8417_MW_ZITOUNA_Sfax_Sahnoun,CPE Service - SFX8,cpe_sfx8417_mw_zitouna_sfax_sahnoun Down,Support Technique Fixe et B2B,2/11/2022 13:11,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_sfx8417_mw_zitouna_sfax_sahnoun  Sévérité: major  Temps de création: 11/02/22 11:30:10  Temps de réception: 11/02/22 12:11:03  Application: null  Objet: null  Texte message: Node CPE_SFX8417_MW_ZITOUNA_Sfax_Sahnoun DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338608,Département Maintenance
IM1510722,Closed,RNIA_MAH8309_FO_111003_CRDA_Mahdia,RNIA Service - MAH,rnia_mah8309_fo_111003_crda_mahdia Down,Support Technique Fixe et B2B,2/11/2022 13:11,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: rnia_mah8309_fo_111003_crda_mahdia  Sévérité: major  Temps de création: 11/02/22 11:30:11  Temps de réception: 11/02/22 12:11:04  Application: null  Objet: null  Texte message: Node RNIA_MAH8309_FO_111003_CRDA_Mahdia.ooreddo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338609,Département Maintenance
IM1510723,Closed,CPE_TUNB412_MW_UC_Centre_Simulation,CPE Service - TUN,cpe_tunb412_mw_uc_centre_simulation Down,Support Technique Fixe et B2B,2/11/2022 13:11,Network,2/11/2022 11:30,2/11/2022 12:49,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tunb412_mw_uc_centre_simulation  Sévérité: major  Temps de création: 11/02/22 11:30:13  Temps de réception: 11/02/22 12:11:31  Application: null  Objet: null  Texte message: Node CPE_TUNB412_MW_UC_Centre_Simulation DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338610,Département Maintenance
IM1510724,Closed,CPE_NAB8947_MW_Centre_Bellile,CPE Service - NAB,cpe_nab8947_mw_centre_bellile Down,Support Technique Fixe et B2B,2/11/2022 13:12,Network,2/11/2022 11:30,2/11/2022 12:49,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_nab8947_mw_centre_bellile  Sévérité: major  Temps de création: 11/02/22 11:30:13  Temps de réception: 11/02/22 12:11:32  Application: null  Objet: null  Texte message: Node CPE_NAB8947_MW_Centre_Bellile.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338611,Département Maintenance
IM1510725,Closed,CPE_TUN8690_CJO-SIEGE,CPE Service - TUN,cpe_tun8690_cjo-siege Down,Support Technique Fixe et B2B,2/11/2022 13:12,Network,2/11/2022 11:30,2/11/2022 12:49,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tun8690_cjo-siege  Sévérité: major  Temps de création: 11/02/22 11:30:14  Temps de réception: 11/02/22 12:11:32  Application: null  Objet: null  Texte message: Node CPE_TUN8690_CJO-SIEGE DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338612,Département Maintenance
IM1510726,Closed,RNIA_SFX8387_MW_118057_Faculte_de_Sience_Sfax,RNIA Service - SFX,RNIA_SFX8387_MW_118057_Faculte_de_Sience_Sfax.ooreddo.tn DOWN,Support Technique Fixe et B2B,2/11/2022 13:12,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: opscxprod  Sévérité: major  Temps de création: 11/02/22 11:30:20  Temps de réception: 11/02/22 12:11:32  Application: null  Objet: null  Texte message: Node RNIA_SFX8387_MW_118057_Faculte_de_Sience_Sfax.ooreddo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338613,Département Maintenance
IM1510727,Closed,CPE_BEJ8314_MW_SteMEDDEBDESPRODUITALIMENTAIRES_SITEBEJA,CPE Service - BEJ, CPE_BEJ8314_MW_SteMEDDEBDESPRODUITALIMENTAIRES_SITEBEJA.tunisiana.com DOWN,Support Technique Fixe et B2B,2/11/2022 13:12,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: opscxprod  Sévérité: major  Temps de création: 11/02/22 11:30:21  Temps de réception: 11/02/22 12:11:32  Application: null  Objet: null  Texte message: Node CPE_BEJ8314_MW_SteMEDDEBDESPRODUITALIMENTAIRES_SITEBEJA.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338614,Département Maintenance
IM1510728,Closed,CPE_BEJ8558_MW_BNA_GOUBELLAT,CPE Service - BEJ,cpe_bej8558_mw_bna_goubellat Down,Support Technique Fixe et B2B,2/11/2022 13:12,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_bej8558_mw_bna_goubellat  Sévérité: major  Temps de création: 11/02/22 11:30:31  Temps de réception: 11/02/22 12:11:32  Application: null  Objet: null  Texte message: Node CPE_BEJ8558_MW_BNA_GOUBELLAT DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338619,Département Maintenance
IM1510729,Closed,RNIA_SFX8399_MW_118035_Institut_Superieur_de_Biotechnologie,RNIA Service - SFX, RNIA_SFX8399_MW_118035_Institut_Superieur_de_Biotechnologie DOWN,Support Technique Fixe et B2B,2/11/2022 13:12,Network,2/11/2022 11:30,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: null  Sévérité: major  Temps de création: 11/02/22 11:30:30  Temps de réception: 11/02/22 12:11:32  Application: null  Objet: null  Texte message: Node RNIA_SFX8399_MW_118035_Institut_Superieur_de_Biotechnologie DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338618,Département Maintenance
IM1510730,Closed,CPE_TUNB099_FTTH_Attijari_Agence_Monplaisir,CPE Service - TUN,cpe_tunb099_ftth_attijari_agence_monplaisir Down,Support Technique Fixe et B2B,2/11/2022 13:12,Network,2/11/2022 11:30,2/11/2022 12:55,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tunb099_ftth_attijari_agence_monplaisir  Sévérité: major  Temps de création: 11/02/22 11:30:41  Temps de réception: 11/02/22 12:11:32  Application: null  Objet: null  Texte message: Node CPE_TUNB099_FTTH_Attijari_Agence_Monplaisir DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338624,Département Maintenance
IM1510731,Closed,RNIA_SFX8431_FO_118056_E.N.I.S_Sfax,RNIA Service - SFX,rnia_sfx8431_fo_118056_e Down,Support Technique Fixe et B2B,2/11/2022 13:12,Network,2/11/2022 11:30,2/11/2022 12:55,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: rnia_sfx8431_fo_118056_e  Sévérité: major  Temps de création: 11/02/22 11:30:40  Temps de réception: 11/02/22 12:11:32  Application: null  Objet: null  Texte message: Node RNIA_SFX8431_FO_118056_E.N.I.S_Sfax DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338623,Département Maintenance
